"id","name","type","billingstreet","billingcity","billingstate","billingpostalcode","billingcountry","phone","fax","website","photourl","industry","annualrevenue","numberofemployees","ownership","description","accountsource","tradestyle","yearstarted","created_at","updated_at"
177,"Gutmann Inc","Prospect","4583 Balistreri Roads","North Myrl","Kansas","25004","United States","848-345-1270 x84385","935.954.2574","http://example.com/judd.toy","https://pigment.github.io/fake-logos/logos/medium/color/4.png","Tools & Movies",8924319,52024,"Subsidiary","Error quo accusamus nam. Est sed voluptatem. Architecto animi ut qui ratione et eum.","Web","Customer-focused zero defect forecast",1991,"2016-04-06 18:23:25.968001","2016-04-06 18:23:25.968002"
178,"Heller-Dooley","Prospect","17315 Bradtke Cove","Pasqualebury","Hawaii","98351","United States","1-514-196-5789 x5875","301.159.7546 x10426","http://example.com/emerald_armstrong","https://pigment.github.io/fake-logos/logos/medium/color/12.png","Beauty, Kids & Jewelery",3173971,58505,"Public","Natus inventore fugiat laboriosam aut saepe quia nisi. Nam ducimus iusto hic magni. Eos tenetur minus sunt est asperiores ea. Aut laboriosam laudantium odio architecto dolorum. Quas sit nisi esse praesentium debitis.","Other","Synergistic well-modulated standardization",1986,"2016-04-06 18:23:25.968513","2016-04-06 18:23:25.968514"
179,"Kilback, Goyette and Williamson","Prospect","25471 Yundt Point","West Shaunbury","Illinois","73734-2275","United States","394-943-0843 x2928","(187) 431-6046","http://example.com/harley.johnston","https://pigment.github.io/fake-logos/logos/medium/color/3.png","Shoes & Health",9908465,42464,"Private","Distinctio accusamus aut. Ipsam et assumenda velit et dolor. Maxime modi similique non sed eum. Quia et soluta aut. Et sunt quo tempora et aperiam delectus.","Web","Extended clear-thinking function",2009,"2016-04-06 18:23:25.969084","2016-04-06 18:23:25.969085"
180,"Dare Group","Prospect","395 Christiansen Pike","North Jaydeport","California","18019","United States","(366) 750-1992 x4732","177-464-7394 x48774","http://example.com/veronica_collins","https://pigment.github.io/fake-logos/logos/medium/color/7.png","Garden & Industrial",8741010,11960,"Public","Rem rerum qui mollitia qui ut quae. Libero molestiae necessitatibus provident. Sed sed modi excepturi suscipit animi.","Phone Inquiry","Cross-platform eco-centric groupware",1977,"2016-04-06 18:23:25.969641","2016-04-06 18:23:25.969642"
181,"Sauer, Koss and Gutkowski","Prospect","9318 Marta Gardens","South Vance","Arkansas","29015-0671","United States","502-910-5049","(650) 920-1089","http://example.com/hallie_bosco","https://pigment.github.io/fake-logos/logos/medium/color/7.png","Sports",2371692,93010,"Public","Eos omnis voluptatem enim. Voluptatem a deleniti distinctio. Debitis dolorum quo dolores et et voluptatibus dolores.","Phone Inquiry","Synchronised fresh-thinking throughput",1979,"2016-04-06 18:23:25.970141","2016-04-06 18:23:25.970142"
182,"Botsford-Braun","Prospect","2563 Zemlak Ports","Corkerystad","South Dakota","22325","United States","753.228.2452 x155","865.970.5111","http://example.com/madge_lakin","https://pigment.github.io/fake-logos/logos/medium/color/10.png","Grocery & Shoes",9879542,84249,"Private","Vero voluptatem iste hic rerum. Quos in reprehenderit et nesciunt sit. Amet dolore doloribus sed vel.","Phone Inquiry","Open-architected optimizing core",2004,"2016-04-06 18:23:25.970656","2016-04-06 18:23:25.970657"
183,"Kub-Daniel","Prospect","80497 Armand Mission","Rempeltown","Oregon","99570-8969","United States","1-493-369-3066","(978) 861-2383 x498","http://example.com/henderson","https://pigment.github.io/fake-logos/logos/medium/color/9.png","Baby, Health & Beauty",8973792,90063,"Private","Aut molestiae tempora officia est eveniet. Sunt sequi enim et ut ullam laborum. Omnis cumque maiores aut molestiae.","Web","Visionary executive matrices",1992,"2016-04-06 18:23:25.971161","2016-04-06 18:23:25.971162"
184,"Kunze-Hamill","Prospect","745 Feest Burg","Generalhaven","Maryland","73283-4945","United States","(213) 134-0825","(424) 874-0308","http://example.com/wilhelmine_wolff","https://pigment.github.io/fake-logos/logos/medium/color/11.png","Music & Industrial",9916153,55531,"Subsidiary","Quae amet illo voluptatum. Quam provident qui voluptatibus. Omnis culpa accusantium est ea.","Other","Multi-channelled cohesive solution",2000,"2016-04-06 18:23:25.971964","2016-04-06 18:23:25.971965"
185,"Brekke-Zieme","Prospect","67658 Lyla Walk","Port Eleazarmouth","South Carolina","56795-3895","United States","578.261.9767 x927","(129) 146-5167 x453","http://example.com/jensen","https://pigment.github.io/fake-logos/logos/medium/color/12.png","Automotive, Toys & Outdoors",8191610,75477,"Public","Quia ut aut perspiciatis. Neque aut ut et reprehenderit. Voluptatum quis voluptate voluptatibus eum qui. Minus sint assumenda inventore.","Purchased List","Mandatory zero defect algorithm",1980,"2016-04-06 18:23:25.972443","2016-04-06 18:23:25.972444"
186,"Prosacco, Kemmer and Lubowitz","Prospect","2387 Medhurst Bypass","East Kaleside","Missouri","43587-9822","United States","756-136-2268 x62336","921-319-3001","http://example.com/sierra.turcotte","https://pigment.github.io/fake-logos/logos/medium/color/8.png","Health",2375121,12505,"Other","Laboriosam qui praesentium et. Voluptas quia aut vero qui eos saepe harum. Nisi ab ipsum commodi sit.","Phone Inquiry","Monitored multimedia help-desk",2002,"2016-04-06 18:23:25.97299","2016-04-06 18:23:25.97299"
187,"McClure-Keebler","Prospect","3312 Gavin Keys","East Montyland","Wisconsin","13300","United States","161-034-4656","1-629-594-9585 x1752","http://example.com/emerson.leffler","https://pigment.github.io/fake-logos/logos/medium/color/5.png","Garden & Kids",2634891,56475,"Other","Quia incidunt magnam alias enim. Perferendis eaque illo consequatur molestiae tenetur aliquid. Nam autem pariatur.","Web","Up-sized disintermediate system engine",2003,"2016-04-06 18:23:25.973463","2016-04-06 18:23:25.973464"
188,"Casper Group","Prospect","59842 Nitzsche Stravenue","Abernathyhaven","Idaho","78707-6850","United States","683-256-5038 x29933","1-106-405-7617 x2708","http://example.com/deanna","https://pigment.github.io/fake-logos/logos/medium/color/6.png","Kids, Home & Toys",7250154,80368,"Subsidiary","Totam dolor distinctio et. Molestiae est commodi temporibus est perferendis aut et. Sint vero et ea sed fugiat voluptate.","Web","Customizable modular forecast",2007,"2016-04-06 18:23:25.973962","2016-04-06 18:23:25.973963"
189,"Koss and Sons","Prospect","59434 Naomie Fort","South Jakayla","Maine","71948","United States","1-914-434-2338 x43463","1-672-868-9642 x91902","http://example.com/korey","https://pigment.github.io/fake-logos/logos/medium/color/6.png","Automotive",2116158,95542,"Private","Aut provident expedita in. Est pariatur debitis quam. Aliquid laudantium incidunt in. Nemo aspernatur omnis. Ea et rerum natus quaerat earum.","Partner Referral","Enterprise-wide eco-centric migration",2010,"2016-04-06 18:23:25.974466","2016-04-06 18:23:25.974467"
190,"Stracke, Larkin and Osinski","Prospect","10574 Hyatt Underpass","Kuhichaven","South Dakota","43498-6801","United States","342.787.2831","837-195-7068 x683","http://example.com/camille_stroman","https://pigment.github.io/fake-logos/logos/medium/color/13.png","Garden & Industrial",2076947,84781,"Subsidiary","Consectetur tempore voluptas dolor numquam. Quos sunt iste deserunt voluptas dolore voluptas. Iusto animi dolores qui autem aperiam natus sunt.","Phone Inquiry","Up-sized hybrid contingency",2013,"2016-04-06 18:23:25.974962","2016-04-06 18:23:25.974963"
191,"Metz LLC","Prospect","332 Jonatan Fort","South Asha","North Carolina","86676","United States","752-047-2337 x5282","(287) 298-7174 x9425","http://example.com/leif","https://pigment.github.io/fake-logos/logos/medium/color/12.png","Music, Shoes & Beauty",9552267,76129,"Other","Recusandae debitis dolores eaque. Ut in nihil. Consequatur exercitationem officia ratione iste. Nisi distinctio voluptatem vitae.","Partner Referral","Universal 24/7 moratorium",2014,"2016-04-06 18:23:25.975454","2016-04-06 18:23:25.975455"
192,"Kreiger, Cremin and Torp","Prospect","63040 Rippin Greens","South Javonberg","New Mexico","75032","United States","751.391.2167 x9019","942-041-7645 x13296","http://example.com/jodie_thiel","https://pigment.github.io/fake-logos/logos/medium/color/9.png","Electronics",6887327,48576,"Private","Porro omnis consequuntur rem error. Voluptatem sint eius porro animi sint consequatur. Saepe ratione ea magni temporibus debitis repellendus.","Other","Secured multimedia access",1977,"2016-04-06 18:23:25.975989","2016-04-06 18:23:25.97599"
193,"Price, Vandervort and Mayert","Prospect","241 Guy Harbors","New Melvin","Connecticut","25311","United States","1-835-772-9575 x723","416.549.1007","http://example.com/antonette_sauer","https://pigment.github.io/fake-logos/logos/medium/color/6.png","Automotive",6454786,71967,"Subsidiary","Harum vero tempore qui autem fuga et sunt. Laudantium nemo eum ratione totam mollitia et. Rem ratione voluptatem quia iusto nesciunt eius a. Nobis tempore adipisci voluptatem quod sit minima.","Partner Referral","Integrated exuding superstructure",1978,"2016-04-06 18:23:25.976541","2016-04-06 18:23:25.976542"
194,"Dare, Christiansen and Bauch","Prospect","139 Ryan Hills","South Howardstad","Rhode Island","19009-6821","United States","1-252-100-3911 x20365","1-608-415-2758 x577","http://example.com/adrianna.cole","https://pigment.github.io/fake-logos/logos/medium/color/7.png","Baby & Books",5257355,55960,"Private","Veniam et ab qui ullam aspernatur non accusantium. Temporibus iure eius a. Praesentium sunt vel temporibus esse numquam consectetur sit. Corrupti eum quibusdam est repellendus.","Web","Networked client-driven complexity",1983,"2016-04-06 18:23:25.977029","2016-04-06 18:23:25.977032"
195,"Grant-Kohler","Prospect","882 Otho Ramp","Creolatown","Iowa","80018","United States","(940) 657-6416 x4727","727.716.3288 x491","http://example.com/jazlyn","https://pigment.github.io/fake-logos/logos/medium/color/5.png","Electronics, Industrial & Games",2818448,95116,"Subsidiary","Dolorum ullam aliquid ea. Adipisci facilis non. Laborum nesciunt deleniti. Et eum dolore expedita.","Phone Inquiry","Profit-focused real-time capability",2004,"2016-04-06 18:23:25.977588","2016-04-06 18:23:25.977589"
196,"Deckow, Frami and McLaughlin","Prospect","640 Gibson Lights","West Lelahmouth","Oklahoma","84454","United States","544.192.8952 x0481","706-340-4127","http://example.com/odell.dare","https://pigment.github.io/fake-logos/logos/medium/color/10.png","Books",6402156,33329,"Subsidiary","Dolorem est voluptatem dicta eligendi nesciunt voluptatem. Tenetur corrupti est nisi quia nam quo. Non pariatur velit nemo doloremque. Id esse aut dolorum explicabo optio.","Partner Referral","Diverse fresh-thinking utilisation",2013,"2016-04-06 18:23:25.978142","2016-04-06 18:23:25.978142"
197,"Sawayn LLC","Prospect","7610 Emmie Oval","North Keaganland","Minnesota","54031","United States","416.418.1609","338-911-1341 x482","http://example.com/devyn.erdman","https://pigment.github.io/fake-logos/logos/medium/color/11.png","Games",4406091,36598,"Private","Voluptates eum et non rerum a optio. Odit asperiores ullam molestiae id. Quos voluptate numquam reiciendis. Vel laudantium temporibus qui et est.","Partner Referral","Cross-platform national archive",1989,"2016-04-06 18:23:25.978699","2016-04-06 18:23:25.9787"
198,"Parker, Barton and Kirlin","Prospect","682 Kuhlman Meadows","Port Jaylin","New York","42240","United States","1-699-926-6589","(460) 682-8168","http://example.com/johnson","https://pigment.github.io/fake-logos/logos/medium/color/1.png","Computers, Automotive & Games",1387545,68507,"Other","Rerum at perspiciatis voluptate eaque. Alias autem sit aut et sed unde. Et cupiditate quisquam eum voluptatum. A voluptas eum soluta quis cupiditate.","Purchased List","Re-contextualized homogeneous migration",1978,"2016-04-06 18:23:25.979254","2016-04-06 18:23:25.979255"
199,"Harvey, Hirthe and Murphy","Prospect","922 Oberbrunner Coves","Zackerybury","Indiana","79246","United States","445.119.0485","(231) 760-5882","http://example.com/bridget","https://pigment.github.io/fake-logos/logos/medium/color/5.png","Automotive & Outdoors",2222973,70161,"Private","Dicta culpa sunt est. Eaque fuga delectus excepturi. Quibusdam vitae est necessitatibus ut sint id in. Laudantium aut doloribus blanditiis consequuntur soluta exercitationem.","Phone Inquiry","Quality-focused national flexibility",1995,"2016-04-06 18:23:25.979893","2016-04-06 18:23:25.979893"
200,"Cummerata-Marks","Prospect","3006 Lisette Circles","Donavonshire","Pennsylvania","22714","United States","(645) 512-1353 x915","943.650.0343","http://example.com/luisa_howe","https://pigment.github.io/fake-logos/logos/medium/color/3.png","Music, Home & Sports",7147750,77052,"Subsidiary","Soluta rerum aut expedita dolore. Hic tempore aut quis. Nobis mollitia suscipit expedita est est et dolor. Aut alias repellat.","Other","Operative zero administration approach",2012,"2016-04-06 18:23:25.980474","2016-04-06 18:23:25.980475"
201,"Effertz, Kiehn and Gerhold","Prospect","39884 Sigurd Crest","Providenciside","Hawaii","62085-2464","United States","466.110.8041 x684","112.724.9122","http://example.com/jalen","https://pigment.github.io/fake-logos/logos/medium/color/9.png","Baby & Clothing",6214811,47256,"Private","Qui necessitatibus quam voluptate. Iusto accusantium blanditiis quaerat quo aut. Dicta in aut aut ea neque.","Web","Switchable well-modulated framework",1998,"2016-04-06 18:23:25.981006","2016-04-06 18:23:25.981007"
202,"Beer Group","Prospect","74838 Bruen Union","Christiansenborough","Illinois","14238","United States","1-172-707-7111","671-953-3085 x98053","http://example.com/bailey","https://pigment.github.io/fake-logos/logos/medium/color/6.png","Electronics",5779126,76790,"Private","Sed dolores maiores est quia cupiditate. Officia architecto modi repudiandae. Ipsa quo eum itaque eaque alias officiis velit. Sit sint consequuntur et distinctio aut.","Phone Inquiry","Vision-oriented fault-tolerant archive",1997,"2016-04-06 18:23:25.981517","2016-04-06 18:23:25.981518"
203,"Ratke, Friesen and Beier","Prospect","9531 Clyde Expressway","Pinkview","Wyoming","92128-5059","United States","1-401-743-9473 x776","541-332-2892","http://example.com/santiago","https://pigment.github.io/fake-logos/logos/medium/color/6.png","Garden & Automotive",7472983,33175,"Public","Iusto commodi accusamus id aut quibusdam similique odio. Maxime earum eum. Ex voluptatem dolorem dolore autem. Eos et ut nobis necessitatibus totam architecto quos.","Web","Automated multimedia toolset",1999,"2016-04-06 18:23:25.982015","2016-04-06 18:23:25.982016"
204,"Cremin Inc","Prospect","45709 Kiehn Square","Leuschkeport","Michigan","76705-6303","United States","244.687.3252 x747","270.627.5106 x212","http://example.com/gerry_douglas","https://pigment.github.io/fake-logos/logos/medium/color/1.png","Jewelery & Industrial",4682969,86270,"Private","Et quidem consectetur molestiae. Ut sunt consequatur est hic. Consequuntur cumque perspiciatis officiis dolor.","Purchased List","Implemented heuristic adapter",2014,"2016-04-06 18:23:25.982531","2016-04-06 18:23:25.982532"
205,"Paucek-Keebler","Prospect","45473 Halvorson Grove","Crookston","Utah","16110-7956","United States","667-413-1222","1-163-221-6282","http://example.com/christine.wunsch","https://pigment.github.io/fake-logos/logos/medium/color/12.png","Tools & Garden",4207501,23460,"Private","Quo voluptatibus cum corporis vel accusantium deleniti perspiciatis. Doloremque vel officiis voluptatem. Nobis consequuntur occaecati ex.","Web","Managed foreground functionalities",1987,"2016-04-06 18:23:25.983103","2016-04-06 18:23:25.983104"
